Date,Close,High,Low,Open,Volume,Close_diff
2018-03-20,6243.5771484375,6271.716796875,6207.16796875,6266.5810546875,76662600.0,
2018-03-21,6312.8310546875,6315.06689453125,6260.06689453125,6260.18505859375,89583500.0,69.25390625
2018-03-22,6254.07421875,6351.30810546875,6252.97509765625,6331.97998046875,77992400.0,-58.7568359375
2018-03-23,6210.6982421875,6210.6982421875,6085.205078125,6138.10888671875,75539100.0,-43.3759765625
2018-03-24,6207.189453125,6208.989908854167,6112.5830078125,6151.648600260417,71074533.33333333,-3.5087890625
2018-03-25,6203.6806640625,6207.281575520833,6139.9609375,6165.188313802083,66609966.666666664,-3.5087890625
2018-03-26,6200.171875,6205.5732421875,6167.3388671875,6178.72802734375,62145400.0,-3.5087890625
2018-03-27,6209.35009765625,6274.298828125,6188.60791015625,6246.22802734375,70878900.0,9.17822265625
2018-03-28,6140.8369140625,6197.005859375,6116.88720703125,6195.47705078125,61446800.0,-68.51318359375
2018-03-29,6188.98681640625,6188.98681640625,6101.76513671875,6153.64501953125,59162000.0,48.14990234375
2018-03-30,6201.8828125,6201.8828125,6118.4171142578125,6163.862060546875,59113000.0,12.89599609375
2018-03-31,6214.77880859375,6214.77880859375,6135.069091796875,6174.0791015625,59064000.0,12.89599609375
2018-04-01,6227.6748046875,6227.6748046875,6151.7210693359375,6184.296142578125,59015000.0,12.89599609375
2018-04-02,6240.57080078125,6240.57080078125,6168.373046875,6194.51318359375,58966000.0,12.89599609375
2018-04-03,6229.01318359375,6234.56884765625,6202.12890625,6212.76708984375,61788600.0,-11.5576171875
2018-04-04,6157.09619140625,6250.14208984375,6137.162109375,6240.98388671875,72730600.0,-71.9169921875
2018-04-05,6183.22705078125,6211.87109375,6176.7041015625,6194.10107421875,62063900.0,26.130859375
2018-04-06,6175.0517578125,6192.4228515625,6165.205078125,6184.8701171875,59659700.0,-8.17529296875
2018-04-07,6198.744791666667,6210.325520833333,6169.528971354167,6183.040364583333,61190166.666666664,23.69303385416697
2018-04-08,6222.437825520833,6228.228190104167,6173.852864583333,6181.210611979167,62720633.333333336,23.69303385416606
2018-04-09,6246.130859375,6246.130859375,6178.1767578125,6179.380859375,64251100.0,23.69303385416697
2018-04-10,6325.81787109375,6334.47021484375,6243.0,6244.35205078125,63897300.0,79.68701171875
2018-04-11,6360.93212890625,6380.35400390625,6349.64208984375,6352.60498046875,72747400.0,35.1142578125
2018-04-12,6310.8017578125,6356.14599609375,6289.86376953125,6351.046875,65143600.0,-50.13037109375
2018-04-13,6270.3271484375,6335.205078125,6270.3271484375,6322.94677734375,55764300.0,-40.474609375
2018-04-14,6275.80078125,6325.14697265625,6267.631022135417,6308.5087890625,56171133.333333336,5.4736328125
2018-04-15,6281.2744140625,6315.0888671875,6264.934895833333,6294.07080078125,56577966.666666664,5.4736328125
2018-04-16,6286.748046875,6305.03076171875,6262.23876953125,6279.6328125,56984800.0,5.4736328125
2018-04-17,6285.76220703125,6303.97119140625,6259.5927734375,6290.86376953125,89647000.0,-0.98583984375
2018-04-18,6320.0048828125,6320.0048828125,6297.94677734375,6302.97900390625,79669800.0,34.24267578125
2018-04-19,6355.90087890625,6355.90087890625,6319.576171875,6321.22412109375,75020900.0,35.89599609375
2018-04-20,6337.69482421875,6360.31591796875,6314.2021484375,6355.99609375,60183000.0,-18.2060546875
2018-04-21,6327.845865885417,6352.027018229167,6308.927734375,6346.87939453125,60825533.333333336,-9.84895833333303
2018-04-22,6317.996907552083,6343.738118489583,6303.6533203125,6337.7626953125,61468066.666666664,-9.84895833333394
2018-04-23,6308.14794921875,6335.44921875,6298.37890625,6328.64599609375,62110600.0,-9.84895833333303
2018-04-24,6229.634765625,6316.703125,6225.5478515625,6313.72314453125,58631000.0,-78.51318359375
2018-04-25,6079.85009765625,6220.0380859375,6070.7900390625,6219.76416015625,58356100.0,-149.78466796875
2018-04-26,5909.1982421875,6089.09521484375,5894.15478515625,6080.3837890625,67664100.0,-170.65185546875
2018-04-27,5919.23779296875,5997.5009765625,5885.341796875,5968.876953125,55164900.0,10.03955078125
2018-04-28,5944.35693359375,6000.293619791667,5902.403483072917,5958.2763671875,56506133.333333336,25.119140625
2018-04-29,5969.47607421875,6003.086263020833,5919.465169270833,5947.67578125,57847366.666666664,25.119140625
2018-04-30,5994.59521484375,6005.87890625,5936.52685546875,5937.0751953125,59188600.0,25.119140625
2018-05-01,6003.41650390625,6009.408935546875,5953.462890625,5968.218505859375,63497150.0,8.8212890625
2018-05-02,6012.23779296875,6012.93896484375,5970.39892578125,5999.36181640625,67805700.0,8.8212890625
2018-05-03,5858.73193359375,5996.48583984375,5858.73193359375,5990.1611328125,61109700.0,-153.505859375
2018-05-04,5792.34521484375,5855.10595703125,5768.3837890625,5849.30908203125,52388700.0,-66.38671875
2018-05-05,5823.262858072917,5865.103352864583,5781.652180989583,5837.858072916667,52544500.0,30.91764322916697
2018-05-06,5854.180501302083,5875.100748697917,5794.920572916667,5826.407063802083,52700300.0,30.91764322916606
2018-05-07,5885.09814453125,5885.09814453125,5808.18896484375,5814.9560546875,52856100.0,30.91764322916697
2018-05-08,5774.7158203125,5866.0791015625,5752.80078125,5862.77978515625,57813800.0,-110.38232421875
2018-05-09,5907.93798828125,5917.81689453125,5716.64599609375,5734.18017578125,66282300.0,133.22216796875
2018-05-10,5932.385009765625,5970.428955078125,5818.919921875,5828.636474609375,66529250.0,24.447021484375
2018-05-11,5956.83203125,6023.041015625,5921.19384765625,5923.0927734375,66776200.0,24.447021484375
2018-05-12,5953.606282552083,5997.74560546875,5898.60888671875,5926.548828125,63247933.333333336,-3.22574869791697
2018-05-13,5950.380533854167,5972.4501953125,5876.02392578125,5930.0048828125,59719666.666666664,-3.2257486979160603
2018-05-14,5947.15478515625,5947.15478515625,5853.43896484375,5933.4609375,56191400.0,-3.22574869791697
2018-05-15,5838.1162109375,5940.421875,5833.634765625,5926.0771484375,64487000.0,-109.03857421875
2018-05-16,5841.4638671875,5841.4638671875,5738.578125,5780.8779296875,62283300.0,3.34765625
2018-05-17,5815.919921875,5898.2978515625,5815.919921875,5854.869140625,67370600.0,-25.5439453125
2018-05-18,5783.31005859375,5843.451171875,5783.31005859375,5831.0517578125,55495900.0,-32.60986328125
2018-05-19,5766.82470703125,5824.43115234375,5762.03173828125,5813.781901041667,58236433.333333336,-16.4853515625
2018-05-20,5750.33935546875,5805.4111328125,5740.75341796875,5796.512044270833,60976966.666666664,-16.4853515625
2018-05-21,5733.85400390625,5786.39111328125,5719.47509765625,5779.2421875,63717500.0,-16.4853515625
2018-05-22,5751.119140625,5813.42919921875,5751.119140625,5767.6279296875,67420300.0,17.26513671875
2018-05-23,5792.0009765625,5850.5390625,5764.31201171875,5764.4189453125,60646300.0,40.8818359375
2018-05-24,5946.5380859375,5954.30810546875,5833.35302734375,5833.6162109375,71497000.0,154.537109375
2018-05-25,5975.7421875,6003.244140625,5949.52197265625,5957.42578125,58672900.0,29.2041015625
2018-05-26,6006.603190104167,6028.998372395833,5958.6826171875,5964.823893229167,61370966.666666664,30.86100260416697
2018-05-27,6037.464192708333,6054.752604166667,5967.84326171875,5972.222005208333,64069033.333333336,30.86100260416606
2018-05-28,6068.3251953125,6080.5068359375,5977.00390625,5979.6201171875,66767100.0,30.86100260416697
2018-05-29,6039.690185546875,6088.16748046875,5989.40283203125,6008.527099609375,71882600.0,-28.635009765625
2018-05-30,6011.05517578125,6095.828125,6001.8017578125,6037.43408203125,76998100.0,-28.635009765625
2018-05-31,5983.5869140625,6055.01513671875,5934.80419921875,6037.26220703125,91923400.0,-27.46826171875
2018-06-01,5991.3948974609375,6049.5096435546875,5951.4034423828125,6028.9764404296875,88419050.0,7.8079833984375
2018-06-02,5999.202880859375,6044.004150390625,5968.002685546875,6020.690673828125,84914700.0,7.8079833984375
2018-06-03,6007.0108642578125,6038.4986572265625,5984.6019287109375,6012.4049072265625,81410350.0,7.8079833984375
2018-06-04,6014.81884765625,6032.9931640625,6001.201171875,6004.119140625,77906000.0,7.8079833984375
2018-06-05,6088.7900390625,6088.7900390625,6025.55712890625,6031.3701171875,71163800.0,73.97119140625
2018-06-06,6069.712890625,6096.72314453125,6063.3349609375,6083.9208984375,68433200.0,-19.0771484375
2018-06-07,6106.6982421875,6116.43310546875,6077.85595703125,6090.97509765625,61086000.0,36.9853515625
2018-06-08,5993.626953125,6096.6572265625,5987.3291015625,6083.33203125,53952100.0,-113.0712890625
2018-06-09,5984.49462890625,6084.251139322917,5974.562906901042,6071.537190755208,54659566.666666664,-9.13232421875
2018-06-10,5975.3623046875,6071.845052083333,5961.796712239583,6059.742350260417,55367033.333333336,-9.13232421875
2018-06-11,5966.22998046875,6059.43896484375,5949.030517578125,6047.947509765625,56074500.0,-9.13232421875
2018-06-12,5957.09765625,6047.032877604167,5936.264322916667,6036.152669270833,56781966.666666664,-9.13232421875
2018-06-13,5947.96533203125,6034.626790364583,5923.498128255208,6024.357828776042,57489433.333333336,-9.13232421875
2018-06-14,5938.8330078125,6022.220703125,5910.73193359375,6012.56298828125,58196900.0,-9.13232421875
2018-06-15,5929.70068359375,6009.814615885417,5897.965738932292,6000.768147786458,58904366.666666664,-9.13232421875
2018-06-16,5920.568359375,5997.408528645833,5885.199544270833,5988.973307291667,59611833.333333336,-9.13232421875
2018-06-17,5911.43603515625,5985.00244140625,5872.433349609375,5977.178466796875,60319300.0,-9.13232421875
2018-06-18,5902.3037109375,5972.596354166667,5859.667154947917,5965.383626302083,61026766.666666664,-9.13232421875
2018-06-19,5893.17138671875,5960.190266927083,5846.900960286458,5953.588785807292,61734233.333333336,-9.13232421875
2018-06-20,5884.0390625,5947.7841796875,5834.134765625,5941.7939453125,62441700.0,-9.13232421875
2018-06-21,5822.3330078125,5922.7021484375,5815.453125,5890.06494140625,51405000.0,-61.7060546875
2018-06-22,5821.81201171875,5837.65283203125,5787.68212890625,5820.18798828125,58773500.0,-0.52099609375
2018-06-23,5834.235677083333,5855.595865885417,5792.319498697917,5830.22998046875,57498466.666666664,12.42366536458303
2018-06-24,5846.659342447917,5873.538899739583,5796.956868489583,5840.27197265625,56223433.333333336,12.42366536458394
2018-06-25,5859.0830078125,5891.48193359375,5801.59423828125,5850.31396484375,54948400.0,12.42366536458303
2018-06-26,5825.64892578125,5878.037109375,5820.751953125,5831.59521484375,59068400.0,-33.43408203125
2018-06-27,5787.5517578125,5859.60302734375,5787.5517578125,5832.5849609375,55552900.0,-38.09716796875
2018-06-28,5667.31884765625,5801.34912109375,5661.0078125,5791.5830078125,60061700.0,-120.23291015625
2018-06-29,5799.23681640625,5799.23681640625,5682.658203125,5691.68603515625,65331400.0,131.91796875
2018-06-30,5781.747884114583,5810.23193359375,5704.02880859375,5737.2890625,59564133.333333336,-17.48893229166697
2018-07-01,5764.258951822917,5821.22705078125,5725.3994140625,5782.89208984375,53796866.666666664,-17.48893229166606
2018-07-02,5746.77001953125,5832.22216796875,5746.77001953125,5828.4951171875,48029600.0,-17.48893229166697
2018-07-03,5633.93701171875,5752.31787109375,5630.10009765625,5737.35498046875,49554000.0,-112.8330078125
2018-07-04,5733.63916015625,5738.92578125,5557.55810546875,5640.56298828125,56623500.0,99.7021484375
2018-07-05,5739.33203125,5739.33203125,5685.751953125,5727.912109375,51660500.0,5.69287109375
2018-07-06,5694.912109375,5743.35986328125,5694.912109375,5733.130859375,46286700.0,-44.419921875
2018-07-07,5732.399739583333,5767.388834635417,5702.07275390625,5728.706217447917,48419066.666666664,37.48763020833303
2018-07-08,5769.887369791667,5791.417805989583,5709.2333984375,5724.281575520833,50551433.333333336,37.48763020833394
2018-07-09,5807.375,5815.44677734375,5716.39404296875,5719.85693359375,52683800.0,37.48763020833303
2018-07-10,5881.759765625,5888.5927734375,5829.68115234375,5839.0361328125,53761000.0,74.384765625
2018-07-11,5893.35888671875,5897.95703125,5822.751953125,5842.990234375,62397700.0,11.59912109375
2018-07-12,5907.8720703125,5931.51904296875,5873.048828125,5873.048828125,57014300.0,14.51318359375
2018-07-13,5944.07421875,5961.3369140625,5908.47802734375,5908.47802734375,54856000.0,36.2021484375
2018-07-14,5931.102213541667,5959.823567708333,5888.098958333333,5919.622721354167,52070700.0,-12.97200520833303
2018-07-15,5918.130208333333,5958.310221354167,5867.719889322917,5930.767415364583,49285400.0,-12.97200520833394
2018-07-16,5905.158203125,5956.796875,5847.3408203125,5941.912109375,46500100.0,-12.97200520833303
2018-07-17,5861.5078125,5884.7998046875,5840.93701171875,5881.791015625,52518200.0,-43.650390625
2018-07-18,5890.73095703125,5899.65283203125,5858.97509765625,5868.87109375,69005100.0,29.22314453125
2018-07-19,5871.0771484375,5920.92919921875,5857.14306640625,5902.02587890625,61506700.0,-19.65380859375
